X,Y,Z,R,G,B
160.51751195565728,-238.65298629132687,573.6560850485844,130,112,134
380.3135187644408,-245.1287242080788,809.0072896983987,138,160,201
-110.66645163235395,-35.61980264215697,549.1382915435993,112,64,73
112.80161217294915,-31.27347006619294,540.4008608448304,76,47,51
38.55429797634479,-4.76582537712388,527.9123651725915,108,62,73
381.73050838744007,-112.6041341976874,543.8673929940844,137,150,192
-17.193694249021128,-20.76628468309872,518.4147777761932,142,134,148
-479.84018458533086,135.76067479072702,470.0624750773492,64,77,60
-101.01367420285987,-24.46551420159246,528.2234815298107,0,0,0
200.72687927044663,-254.1836621553613,575.9998271695766,94,79,100
-417.0774429717337,-456.06576519893133,572.3309847345034,40,51,75
5.72375672017115,-116.19503612526123,522.8279700632918,115,68,76
315.3474595498058,-149.8720376125428,618.9433443779938,44,41,48
361.9845793614256,-253.81226160567846,807.3422556624024,143,162,205
-32.587623561066906,-31.61444432203806,531.3116954014796,66,31,33
312.3740011181714,-140.2571739348473,607.504333183958,108,84,105
45.81003098868137,-78.06506536270065,539.4395923977968,45,17,17
328.5010200897755,-46.90405630222569,567.4055332726797,112,92,118
369.1557435501544,-226.26587859033847,773.8699478714946,143,164,205
-41.73003372701175,-154.24007520941228,525.2411563803151,33,18,21
299.9839509968647,-47.83855276577036,544.1382708218769,0,0,0
314.17877367900184,-36.11569176884562,568.1420155152408,123,108,131
-83.54634567455496,-170.18827892745264,533.9732193690764,107,71,83
-12.38615841072729,-209.89921731906838,507.06696285795914,67,30,40
-44.50980449902467,-209.3140287138481,506.09898551365643,61,33,53
54.08025181629809,31.28456694757613,528.4149285857715,168,119,141
336.02228752106237,-218.8212956051371,585.0973842186664,118,96,127
-84.89716367042217,121.47127968450128,373.464396138554,66,43,49
-73.2935661509932,-163.62647436414883,520.7902376036106,52,24,32
-276.04081715140046,-103.5640422161788,565.0483884922096,44,42,53
-11.447819494827401,68.15909090642664,494.41757036455243,72,59,69
57.034098002618784,120.49906217541219,361.2246571860784,164,138,173
373.46292256422385,-129.51837705943322,587.9342064284318,172,186,227
-204.36631440365124,-28.965149515086107,564.7509903820413,89,73,84
72.07014466793919,-144.01175856929677,523.7889852799342,111,69,79
-284.5868579060247,12.28331827635288,559.5822767858589,0,0,0
-83.11787561421768,59.521842498630576,501.64462847978086,100,55,69
-292.3914075160738,84.37465795970502,555.8026506401776,50,46,64
-138.0635183316502,39.819001081943625,501.1794511784017,66,43,50
262.3831871720458,-210.16412114494304,574.8311611073035,111,87,99
-34.02343610759393,-179.75048270049948,521.7182516031824,78,41,57
-132.92584971534225,41.36863250544974,501.59446199126074,61,35,41
-313.3471086401641,73.21811608218431,556.0943901916495,117,107,135
-110.14357582220799,43.57663619110792,501.92063490769164,66,35,50
-150.1896629596988,47.42824172684704,500.86371928187594,128,85,96
158.4982372997502,30.04476985545908,519.8251622313098,101,74,86
-94.34635878192263,46.77310977396658,502.0215525833927,93,66,75
-323.6032147963027,85.99990178902682,555.5728169042779,88,80,109
-101.98638562529476,49.494950730217155,501.6839437693084,138,88,102
-28.959106405761293,-199.22196284067678,508.94550174154494,51,28,36
-187.84142559331295,-163.128908443164,570.5290006239477,102,84,101
11.10753963408888,-112.59937217989211,530.574998368071,55,29,36
-116.45801624485198,-28.49143827898764,541.5081443046934,77,40,47
-295.99063821233216,7.00710369678591,560.7208164592088,118,100,119
-266.483319033784,-84.51524819311095,565.7519816158024,75,65,81
-233.39850898914958,-30.963914830752433,563.0132788912732,84,70,88
-120.47147050605913,-18.52732781697399,542.0942715926017,46,18,22
10.87915624645097,-104.58409539073172,529.6506588807216,89,48,53
67.08639308460907,56.48333579296809,502.7179184421369,143,106,119
-323.0863047471153,39.214199046850354,557.5086488221248,82,74,98
1993.4098122263952,83.24365073147163,909.9592120263951,94,68,77
-62.36565471581601,15.20558030955117,526.1867866956802,90,67,84
-36.61541935923632,13.591435486139462,312.26712389756625,96,104,141
-280.219596661449,31.17620812581482,558.8357856456923,55,59,102
-280.71217123140843,28.594544278383534,558.6254015178803,73,72,114
102.28547120876219,41.02040312519014,503.8785003013192,82,50,68
-189.81122167378516,131.06103358049347,488.17071597916544,67,45,51
2634.4740424632823,-357.0306472617848,814.4339232848944,201,214,249
18.921313278018552,92.10704794669566,366.3761319224264,123,97,114
-179.3276493452584,-36.10185704774948,519.1345761001224,91,65,75
-109.28370746215855,-32.40292801756126,542.0959885963937,79,34,39
-214.08886227770455,-52.50236233022017,563.546166337871,90,65,81
-296.45517219669244,-40.9344387389043,562.6406182332987,65,53,76
